experiment,feature,n_cycles,source,target,seed,repeat,k_target,residual_shift,MAE,SMAPE,R2
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,12.0,20,749.6792215629847,224.1027509950496,15.1516095383409,-0.0175776814349764
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,13.0,20,743.6607864512738,235.96153506673593,16.139107745126086,-0.024485644565564124
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,14.0,20,818.7017104269241,226.62149856921985,15.525693772249994,-0.04569894794061624
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,15.0,20,709.3893275729727,238.9001238318453,16.104666808303104,-0.11101609003690682
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,16.0,20,779.2887019790567,224.96562063187739,15.435183926804418,-0.0004582542696669467
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,17.0,20,758.0737872584928,241.49430374843018,16.515631711680214,-0.007297067679298275
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,18.0,20,798.7692022479664,232.27020984669778,15.98125257242111,-0.012426695841749158
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,19.0,20,746.8162556482305,239.7685536810222,16.313511932406865,-0.018860528462082637
within_univariate,slope_ratio,100,matr,matr,789,,0,,239.16050154589902,36.25249145771183,0.00023238005645143112
cross_univariate_raw,slope_ratio,100,matr,hust,789,,0,,776.0552493128438,68.35308803820881,-8.01576008744873
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,0.0,20,819.1945155086019,225.90627378956967,15.635810282339877,-0.04570410607741904
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,1.0,20,794.647353935288,240.60622817489423,16.514278920578064,-0.007449759697595315
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,2.0,20,773.7407432578987,238.09659497408663,16.258426898468294,-8.726011823023683e-05
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,3.0,20,774.8566349204131,216.02231531447433,14.909250089830465,2.9316250842237324e-05
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,4.0,20,766.1411889366165,231.74899170980413,15.683866924242809,-0.002374177117051124
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,5.0,20,815.5030108201502,226.01009089061225,15.638801274068248,-0.03719567759493603
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,6.0,20,851.7426653812075,236.96408855206963,16.45776730653343,-0.14009586225128512
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,7.0,20,739.3358843108366,239.00733484374894,16.25091722952593,-0.031625680250669364
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,8.0,20,770.9992413530396,218.05690270995447,14.922198622227182,-0.0006399248329820306
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,9.0,20,847.7413464739251,245.06729861987466,16.923125196239262,-0.11363213455233545
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,10.0,20,840.8464972635174,238.76091964860487,16.476139046773937,-0.09780728885232093
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,11.0,20,824.9508448421506,239.2042842841628,16.500860752016617,-0.05595465210721784
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,12.0,20,783.500671565587,239.17123338222808,16.336239675034108,-0.0011822075824243772
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,13.0,20,757.9922251774925,236.8264525249265,16.080040774968353,-0.007477428579469869
cross_univariate_residual_mean,slope_ratio,100,matr,hust,789,14.0,20,748.1442857575983,237.61888441462122,16.102526389938486,-0.018106217061943042
